"ONS code","region","admissions_total","admissions_count_men","admissions_count_women","adm_per_100_000_all","adm_per_male","adm_per_female","yr"
"E06000020","Telford and Wrekin","3385","1060","2325","2018","1334","2717",2019
"E08000030","Walsall","5285","1575","3710","1986","1270","2684",2019
"E10000031","Warwickshire","11295","4005","7290","2009","1442","2584",2019
"E08000031","Wolverhampton","6440","1765","4675","2597","1568","3646",2019
"E10000034","Worcestershire","12285","4605","7680","2054","1536","2569",2019
"E12000006","East of England","66215","24185","42030","1100","832","1370",2019
"E06000055","Bedford","1340","600","735","837","777","895",2019
"E10000003","Cambridgeshire","6830","2760","4070","1092","916","1287",2019
"E06000056","Central Bedfordshire","2330","885","1445","856","677","1034",2019
"E10000012","Essex","12160","4645","7515","840","658","1020",2019
"E10000015","Hertfordshire","15025","5390","9635","1361","1049","1661",2019
"E06000032","Luton","2080","640","1440","1117","775","1479",2019
"E10000020","Norfolk","11200","3900","7305","1227","843","1612",2019
"E06000031","Peterborough","1945","580","1365","1060","705","1427",2019
"E06000033","Southend-on-Sea","1370","400","970","767","473","1055",2019
"E10000029","Suffolk","10895","3955","6935","1434","1029","1858",2019
"E06000034","Thurrock","1040","425","615","685","593","767",2019
"E12000007","London","75815","24150","51665","1012","757","1266",2019
"E09000001","London","45","15","30","591","374","886",2019
"E09000002","Barkingand Dagenham","2595","695","1895","1520","989","2026",2019
"E09000003","Barnet","2290","810","1480","685","542","825",2019
"E09000004","Bexley","2270","860","1410","983","824","1135",2019
"E09000005","Brent","4335","1410","2925","1569","1131","2018",2019
"E09000006","Bromley","2730","720","2005","863","503","1189",2019
"E09000007","Camden","1265","475","790","641","541","749",2019
"E09000008","Croydon","3075","885","2190","874","575","1152",2019
"E09000009","Ealing","4575","1555","3020","1588","1198","1978",2019
"E09000010","Enfield","2780","930","1850","986","739","1211",2019
"E09000011","Greenwich","2485","635","1850","973","612","1341",2019
"E09000012","Hackney","3685","865","2820","1936","1188","2646",2019
"E09000013","Hammersmithand Fulham","1810","675","1135","1314","1198","1442",2019
"E09000014","Haringey","2100","675","1420","988","757","1222",2019
"E09000015","Harrow","3140","1205","1935","1411","1151","1667",2019
"E09000016","Havering","2975","1025","1950","1216","917","1497",2019
"E09000017","Hillingdon","2765","865","1900","1005","719","1296",2019
"E09000018","Hounslow","2030","805","1225","898","776","1026",2019
"E09000019","Islington","1885","590","1290","1173","857","1486",2019
"E09000022","Lambeth","3375","805","2570","1357","909","1812",2019
"E09000023","Lewisham","2355","530","1830","886","549","1213",2019
"E09000024","Merton","1170","470","695","697","645","749",2019
"E09000025","Newham","2235","710","1525","1003","695","1314",2019
"E09000026","Redbridge","2435","785","1650","944","692","1204",2019
"E09000027","Richmondupon Thames","860","365","495","491","463","517",2019
"E09000028","Southwark","3690","930","2760","1453","980","1922",2019
"E09000029","Sutton","1280","465","815","672","531","800",2019
"E09000030","Tower Hamlets","1875","615","1260","1066","749","1390",2019
"E09000031","Waltham Forest","1985","660","1325","879","677","1086",2019
"E09000032","Wandsworth","1710","610","1100","787","693","874",2019
"E09000020","Kensingtonand Chelsea","1055","420","630","741","654","836",2019
"E09000021","Kingstonupon Thames","1090","370","715","705","569","849",2019
"E09000033","Westminster","1870","715","1155","889","753","1048",2019
"E12000008","South East","90040","33220","56820","1023","783","1262",2019
"E06000036","Bracknell Forest","765","290","475","692","562","821",2019
"E06000043","Brightonand Hove","2435","930","1505","992","801","1184",2019
"E10000002","Buckinghamshire","4590","1765","2825","896","712","1071",2019
"E10000011","East Sussex","7155","2715","4440","1260","952","1561",2019
"E10000014","Hampshire","13255","4860","8395","968","719","1213",2019
"E06000046","Isle of Wight","1725","800","930","1077","1000","1157",2019
"E10000016","Kent","15460","6365","9095","1014","859","1166",2019
"E06000035","Medway","4320","1470","2845","1645","1198","2092",2019
"E06000042","Milton Keynes","3645","1290","2355","1540","1182","1894",2019
"E10000025","Oxfordshire","4290","1330","2960","656","429","891",2019
"E06000044","Portsmouth","2390","760","1630","1258","877","1657",2019
"E06000038","Reading","565","225","345","425","348","503",2019
"E06000040","Windsorand Maidenhead","1955","805","1150","1364","1162","1562",2019
"E06000039","Slough","2960","1000","1960","2644","2019","3273",2019
"E06000045","Southampton","5200","1810","3390","2457","1901","3060",2019
"E10000030","Surrey","7490","2490","5000","664","451","871",2019
"E06000037","West Berkshire","675","265","405","432","344","520",2019
"E10000032","West Sussex","10670","3850","6815","1257","913","1593",2019
"E06000041","Wokingham","490","205","285","313","272","353",2019
"E12000009","South West","76695","26485","50210","1378","961","1804",2019
"E06000022","Bath and North East Somerset","1940","655","1285","1091","779","1411",2019
"E06000029","Poole","2170","805","1360","1428","1067","1800",2019
"E06000028","Bournemouth","3975","1710","2265","2224","2041","2452",2019
"E06000023","Bristol, of","8460","2230","6230","2009","1326","2728",2019
"E06000052","Cornwall","13210","4435","8775","2350","1501","3185",2019
"E10000008","Devon","6505","2390","4115","800","574","1031",2019
"E10000009","Dorset","5480","2315","3160","1155","940","1380",2019
"E10000013","Gloucestershire","5140","2250","2885","806","722","890",2019
"E06000053","Islesof Scilly","25","10","15","1091","707","1491",2019
"E06000024","North Somerset","3160","985","2175","1539","899","2167",2019
"E06000026","Plymouth","2905","1115","1790","1170","940","1411",2019
"E10000027","Somerset","7075","2275","4800","1290","786","1800",2019
"E06000025","South Gloucestershire","5140","1450","3695","1881","1106","2663",2019
"E06000030","Swindon","2805","885","1920","1337","887","1784",2019
"E06000027","Torbay","2485","775","1710","1865","1072","2659",2019
"E06000054","Wiltshire","6230","2200","4025","1270","892","1671",2019
